id	marque 	modele  	prix_km	prix 	kilometrage	annee     	couleur     	transmission  	Roues motrices	nom_vendeur              	adresse_vendeur                        	Puissance	Cylindrée	carburant	url                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  	ref                    	
31	YAMAHA 	MT-09   	1.198  	8590 	7170	2018-03-01	black       	None          	None      	2-Rad-Center Boller      	Loorenstrasse 1, Forch                 	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2018-occasion?vehid=10561110&accountid=65389&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A12%20%7C%20sortingOption%3Ayear_desc&packageName=member%3Ams24_professional&sortingPosition=12                                           	YMT-7170black847       	bike	
32	YAMAHA 	MT09    	4.647  	7900 	1700	2019      	No_value    	Boîte manuelle	Chaîne    	Private Seller           	No_value                               	9	900 	Essence 	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt09--49336754.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                           	YMT01700No_value900    	bike	
33	YAMAHA 	MT-09   	1.222  	7700 	6300	2020      	Gris        	Boîte manuelle	Chaîne    	Private Seller           	No_value                               	9	900 	Essence 	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt-09-abs--49007196.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                      	YMT-6300Gris900        	bike	
34	YAMAHA 	MT 09   	2.209  	9500 	4300	2020      	No_value    	Boîte manuelle	Propulsion	Private Seller           	No_value                               	9	900 	Essence 	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt-09-sp--48943701.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                       	YMT 4300No_value900    	bike	
35	YAMAHA 	MT-09   	2.797  	8000 	2860	2020      	Noir        	Boîte manuelle	No_value  	Private Seller           	No_value                               	9	900 	Essence 	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt-09--47982229.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                          	YMT-2860Noir900        	bike	
36	YAMAHA 	Mt 09   	1.978  	8900 	4500	2019      	Noir        	Boîte manuelle	Chaîne    	Private Seller           	No_value                               	9	900 	Essence 	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/mt-09--49498691.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                                 	YMt 4500Noir900        	bike	
37	YAMAHA 	Mt-09   	1.113  	8900 	8000	2020      	Noir        	Boîte manuelle	Propulsion	Private Seller           	No_value                               	9	900 	Essence 	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt-09--49419078.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                          	YMt-8000Noir900        	bike	
38	YAMAHA 	MT-09 SP	1.435  	8900 	6200	2018      	No_value    	No_value      	No_value  	Private Seller           	No_value                               	9	900 	No_value	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt-09-sp-abs--49274483.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                   	YMT-6200No_value900    	bike	
39	YAMAHA 	Mt09    	1.481  	8000 	5400	2017      	Noir        	No_value      	No_value  	Private Seller           	No_value                               	9	900 	No_value	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt09--48787034.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                           	YMt05400Noir900        	bike	
40	YAMAHA 	MT09    	1.778  	8000 	4500	2021      	No_value    	No_value      	No_value  	Private Seller           	No_value                               	9	900 	No_value	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/mt-09-2021--48875063.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                            	YMT04500No_value900    	bike	
41	YAMAHA 	MT 09   	1.397  	9500 	6800	2019      	Bleu        	No_value      	No_value  	Private Seller           	No_value                               	9	900 	No_value	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt-09--47567262.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                                          	YMT 6800Bleu900        	bike	
42	YAMAHA 	MT 09   	1.187  	8900 	7500	2019      	No_value    	No_value      	No_value  	Private Seller           	No_value                               	9	900 	No_value	https://www.anibis.ch/fr/d-moto-~-v%c3%a9lo-motos-route-~-naked-bike--1612/yamaha-mt09-sp-soul-red--48202497.aspx?fcid=264&fts=mt-09&sf=ftw&so=d&pi=1&ps=20&ae=1&aidl=13571&aral=13578_2017_2021%2c13579_500_8000&pr=1                                                                                                                                                                                                                                                               	YMT 7500No_value900    	bike	
